Category,Name,Material,Quantity,TotalLength,TotalArea,TotalVolume
OdIfc2x3::IfcBeam,Laminated Veneer Lumber:70x400:70x400:284481,,1,2059.0,0.0,57652000.000003
OdIfc2x3::IfcBeam,Laminated Veneer Lumber:70x400:70x400:284485,,1,4024.0,0.0,112672000.000005
OdIfc2x3::IfcBeam,Laminated Veneer Lumber:70x400:70x400:284487,,1,3751.0,0.0,104972000.000005
OdIfc2x3::IfcBeam,Laminated Veneer Lumber:70x400:70x400:284489,,1,4024.0,0.0,112672000.000005
OdIfc2x3::IfcBeam,Laminated Veneer Lumber:70x400:70x400:284491,,1,3751.0,0.0,104972000.000005
OdIfc2x3::IfcBeam,Laminated Veneer Lumber:70x400:70x400:284493,,1,4024.0,0.0,112672000.000005
OdIfc2x3::IfcBeam,Laminated Veneer Lumber:70x400:70x400:284495,,1,3751.0,0.0,104972000.000005
OdIfc2x3::IfcBeam,Laminated Veneer Lumber:70x400:70x400:284497,,1,4024.0,0.0,112672000.000005
OdIfc2x3::IfcBeam,Laminated Veneer Lumber:70x400:70x400:284499,,1,3751.0,0.0,104972000.000005
OdIfc2x3::IfcBeam,Laminated Veneer Lumber:70x400:70x400:284501,,1,4024.0,0.0,112672000.000005
OdIfc2x3::IfcBeam,Laminated Veneer Lumber:70x400:70x400:284503,,1,3751.0,0.0,104972000.000005
OdIfc2x3::IfcBeam,Laminated Veneer Lumber:70x400:70x400:284505,,1,4024.0,0.0,112672000.000005
OdIfc2x3::IfcBeam,Laminated Veneer Lumber:70x400:70x400:284507,,1,3751.0,0.0,104972000.000005
OdIfc2x3::IfcBeam,Laminated Veneer Lumber:70x400:70x400:284509,,1,4024.0,0.0,112672000.000005
OdIfc2x3::IfcBeam,Laminated Veneer Lumber:70x400:70x400:284511,,1,3751.0,0.0,104972000.000005
OdIfc2x3::IfcBeam,Laminated Veneer Lumber:70x400:70x400:284513,,1,4024.0,0.0,112672000.000005
OdIfc2x3::IfcBeam,Laminated Veneer Lumber:70x400:70x400:284515,,1,3751.0,0.0,104972000.000005
OdIfc2x3::IfcBeam,Laminated Veneer Lumber:70x400:70x400:284517,,1,4024.0,0.0,112672000.000005
OdIfc2x3::IfcBeam,Laminated Veneer Lumber:70x400:70x400:284519,,1,3750.0,0.0,104972000.000005
OdIfc2x3::IfcBeam,Laminated Veneer Lumber:70x400:70x400:284521,,1,4024.0,0.0,112672000.000005
OdIfc2x3::IfcBeam,Laminated Veneer Lumber:70x400:70x400:284523,,1,3750.0,0.0,104972000.000005
OdIfc2x3::IfcBeam,Laminated Veneer Lumber:70x400:70x400:284525,,1,4024.0,0.0,112672000.000005
OdIfc2x3::IfcBeam,Laminated Veneer Lumber:70x400:70x400:284527,,1,3750.0,0.0,104972000.000005
OdIfc2x3::IfcBeam,Laminated Veneer Lumber:70x400:70x400:284529,,1,4024.0,0.0,112672000.000005
OdIfc2x3::IfcBeam,Laminated Veneer Lumber:70x400:70x400:284531,,1,3750.0,0.0,104972000.000005
OdIfc2x3::IfcBeam,Laminated Veneer Lumber:70x400:70x400:284533,,1,4024.0,0.0,112672000.000005
OdIfc2x3::IfcBeam,Laminated Veneer Lumber:70x400:70x400:284535,,1,3750.0,0.0,104972000.000005
OdIfc2x3::IfcBeam,Laminated Veneer Lumber:70x400:70x400:284537,,1,4024.0,0.0,112672000.000005
OdIfc2x3::IfcBeam,Laminated Veneer Lumber:70x400:70x400:284539,,1,3750.0,0.0,104972000.000005
OdIfc2x3::IfcBeam,Laminated Veneer Lumber:70x400:70x400:284541,,1,4024.0,0.0,112672000.000005
OdIfc2x3::IfcBeam,Laminated Veneer Lumber:70x400:70x400:284543,,1,3750.0,0.0,104972000.000005
OdIfc2x3::IfcBeam,Laminated Veneer Lumber:70x400:70x400:284545,,1,4024.0,0.0,112672000.000005
OdIfc2x3::IfcBeam,Laminated Veneer Lumber:70x400:70x400:284547,,1,3750.0,0.0,104972000.000005
OdIfc2x3::IfcBeam,Laminated Veneer Lumber:70x400:70x400:284549,,1,4024.0,0.0,112672000.000005
OdIfc2x3::IfcBeam,Laminated Veneer Lumber:70x400:70x400:284551,,1,3751.0,0.0,104972000.000005
OdIfc2x3::IfcBeam,Laminated Veneer Lumber:70x400:70x400:284553,,1,4024.0,0.0,112672000.000005
OdIfc2x3::IfcBeam,Laminated Veneer Lumber:70x400:70x400:284555,,1,3751.0,0.0,104972000.000005
OdIfc2x3::IfcBeam,Laminated Veneer Lumber:70x400:70x400:284557,,1,4024.0,0.0,112672000.000005
OdIfc2x3::IfcBeam,Laminated Veneer Lumber:70x400:70x400:284559,,1,3751.0,0.0,104972000.000005
OdIfc2x3::IfcBeam,Laminated Veneer Lumber:70x400:70x400:284561,,1,4024.0,0.0,112672000.000005
OdIfc2x3::IfcBeam,Laminated Veneer Lumber:70x400:70x400:284563,,1,3751.0,0.0,104972000.000005
OdIfc2x3::IfcBeam,Laminated Veneer Lumber:70x400:70x400:284565,,1,4024.0,0.0,112672000.000005
OdIfc2x3::IfcBeam,Laminated Veneer Lumber:70x400:70x400:284567,,1,3751.0,0.0,104972000.000005
OdIfc2x3::IfcBeam,Laminated Veneer Lumber:70x400:70x400:284569,,1,4024.0,0.0,112672000.000005
OdIfc2x3::IfcBeam,Laminated Veneer Lumber:70x400:70x400:284571,,1,3751.0,0.0,104972000.000005
OdIfc2x3::IfcBeam,Laminated Veneer Lumber:70x400:70x400:284573,,1,4024.0,0.0,112672000.000005
OdIfc2x3::IfcBeam,Laminated Veneer Lumber:70x400:70x400:284575,,1,3751.0,0.0,104972000.000005
OdIfc2x3::IfcBeam,Laminated Veneer Lumber:70x400:70x400:284577,,1,4024.0,0.0,112672000.000005
OdIfc2x3::IfcBeam,Laminated Veneer Lumber:70x400:70x400:284579,,1,3751.0,0.0,104972000.000005
OdIfc2x3::IfcBeam,Laminated Veneer Lumber:70x400:70x400:284581,,1,4024.0,0.0,112672000.000005
OdIfc2x3::IfcBeam,Laminated Veneer Lumber:70x400:70x400:284583,,1,3750.0,0.0,104972000.000005
OdIfc2x3::IfcBeam,Laminated Veneer Lumber:70x400:70x400:284585,,1,2059.0,0.0,57652000.000003
OdIfc2x3::IfcBeam,Laminated Veneer Lumber:70x400:70x400:284587,,1,2059.0,0.0,57652000.000003
OdIfc2x3::IfcBeam,Laminated Veneer Lumber:70x400:70x400:284589,,1,2059.0,0.0,57652000.000003
OdIfc2x3::IfcBeam,Laminated Veneer Lumber:70x400:70x400:284591,,1,2059.0,0.0,57652000.000003
OdIfc2x3::IfcBeam,Laminated Veneer Lumber:70x400:70x400:284593,,1,2059.0,0.0,57652000.000003
OdIfc2x3::IfcBeam,Laminated Veneer Lumber:70x400:70x400:284595,,1,2059.0,0.0,57652000.000003
OdIfc2x3::IfcBeam,Laminated Veneer Lumber:70x400:70x400:284597,,1,2059.0,0.0,57652000.000003
OdIfc2x3::IfcBeam,Laminated Veneer Lumber:70x400:70x400:284599,,1,2059.0,0.0,57652000.000003
OdIfc2x3::IfcBeam,Laminated Veneer Lumber:70x400:70x400:284601,,1,2775.0,0.0,77672000.000004
OdIfc2x3::IfcBeam,Laminated Veneer Lumber:70x400:70x400:284605,,1,2775.0,0.0,77672000.000004
OdIfc2x3::IfcBeam,Laminated Veneer Lumber:70x400:70x400:284607,,1,2776.0,0.0,77672000.000004
OdIfc2x3::IfcBeam,Laminated Veneer Lumber:70x400:70x400:284609,,1,2775.0,0.0,77672000.000004
OdIfc2x3::IfcBeam,Laminated Veneer Lumber:70x400:70x400:284611,,1,2776.0,0.0,77672000.000004
OdIfc2x3::IfcBeam,Laminated Veneer Lumber:70x400:70x400:284613,,1,2775.0,0.0,77672000.000004
OdIfc2x3::IfcBeam,Laminated Veneer Lumber:70x400:70x400:284615,,1,2776.0,0.0,77672000.000004
OdIfc2x3::IfcBeam,Laminated Veneer Lumber:70x400:70x400:284617,,1,2775.0,0.0,77672000.000004
OdIfc2x3::IfcBeam,Laminated Veneer Lumber:70x400:70x400:284619,,1,2776.0,0.0,77672000.000004
OdIfc2x3::IfcBeam,Laminated Veneer Lumber:70x400:70x400:284621,,1,2775.0,0.0,77672000.000004
OdIfc2x3::IfcBeam,Laminated Veneer Lumber:70x400:70x400:284623,,1,2776.0,0.0,77672000.000004
OdIfc2x3::IfcBeam,Laminated Veneer Lumber:70x400:70x400:284625,,1,2775.0,0.0,77672000.000004
OdIfc2x3::IfcBeam,Laminated Veneer Lumber:70x400:70x400:284627,,1,2776.0,0.0,77672000.000004
OdIfc2x3::IfcBeam,Laminated Veneer Lumber:70x400:70x400:284629,,1,2775.0,0.0,77672000.000004
OdIfc2x3::IfcBeam,Laminated Veneer Lumber:70x400:70x400:284631,,1,2776.0,0.0,77672000.000004
OdIfc2x3::IfcBeam,Laminated Veneer Lumber:70x400:70x400:284633,,1,2775.0,0.0,77672000.000004
OdIfc2x3::IfcBeam,Laminated Veneer Lumber:70x400:70x400:284635,,1,2776.0,0.0,77672000.000004
OdIfc2x3::IfcBeam,Laminated Veneer Lumber:70x400:70x400:284637,,1,2775.0,0.0,77672000.000004
OdIfc2x3::IfcBeam,Laminated Veneer Lumber:70x400:70x400:284639,,1,2776.0,0.0,77672000.000004
OdIfc2x3::IfcBeam,Laminated Veneer Lumber:70x400:70x400:284641,,1,2775.0,0.0,77672000.000004
OdIfc2x3::IfcBeam,Laminated Veneer Lumber:70x400:70x400:284643,,1,2776.0,0.0,77672000.000004
OdIfc2x3::IfcBeam,Laminated Veneer Lumber:70x400:70x400:284645,,1,2775.0,0.0,77672000.000004
OdIfc2x3::IfcBeam,Laminated Veneer Lumber:70x400:70x400:284647,,1,2776.0,0.0,77672000.000004
OdIfc2x3::IfcBeam,Laminated Veneer Lumber:70x400:70x400:284649,,1,2775.0,0.0,77672000.000004
OdIfc2x3::IfcBeam,Laminated Veneer Lumber:70x400:70x400:284651,,1,2776.0,0.0,77672000.000004
OdIfc2x3::IfcBeam,Laminated Veneer Lumber:70x400:70x400:284653,,1,2775.0,0.0,77672000.000004
OdIfc2x3::IfcBeam,Laminated Veneer Lumber:70x400:70x400:284655,,1,2776.0,0.0,77672000.000004
OdIfc2x3::IfcBeam,Laminated Veneer Lumber:70x400:70x400:284657,,1,2775.0,0.0,77672000.000004
OdIfc2x3::IfcBeam,Laminated Veneer Lumber:70x400:70x400:284659,,1,2776.0,0.0,77672000.000004
OdIfc2x3::IfcBeam,Laminated Veneer Lumber:70x400:70x400:284661,,1,2775.0,0.0,77672000.000004
OdIfc2x3::IfcBeam,Laminated Veneer Lumber:70x400:70x400:284663,,1,2776.0,0.0,77672000.000004
OdIfc2x3::IfcBeam,Laminated Veneer Lumber:70x400:70x400:284665,,1,2775.0,0.0,77672000.000004
OdIfc2x3::IfcBeam,Laminated Veneer Lumber:70x400:70x400:284667,,1,2776.0,0.0,77672000.000004
OdIfc2x3::IfcBeam,Laminated Veneer Lumber:70x400:70x400:284669,,1,2775.0,0.0,77672000.000004
OdIfc2x3::IfcBeam,Laminated Veneer Lumber:70x400:70x400:284671,,1,2775.0,0.0,77672000.000004
OdIfc2x3::IfcBeam,Laminated Veneer Lumber:70x400:70x400:284676,,1,2642.0,0.0,73976000.000004
OdIfc2x3::IfcBeam,Laminated Veneer Lumber:70x400:70x400:284678,,1,2642.0,0.0,73976000.000004
OdIfc2x3::IfcBeam,Laminated Veneer Lumber:70x400:70x400:284680,,1,2642.0,0.0,73976000.000004
OdIfc2x3::IfcBeam,Laminated Veneer Lumber:70x400:70x400:284682,,1,2642.0,0.0,73976000.000004
OdIfc2x3::IfcBeam,Laminated Veneer Lumber:70x400:70x400:284684,,1,2642.0,0.0,73976000.000004
OdIfc2x3::IfcBeam,Laminated Veneer Lumber:70x400:70x400:284686,,1,2642.0,0.0,73976000.000004
OdIfc2x3::IfcBeam,Laminated Veneer Lumber:70x400:70x400:284688,,1,2642.0,0.0,73976000.000004
OdIfc2x3::IfcBeam,Laminated Veneer Lumber:70x400:70x400:284690,,1,2642.0,0.0,73976000.000004
OdIfc2x3::IfcBeam,Laminated Veneer Lumber:70x400:70x400:284692,,1,2642.0,0.0,73976000.000004
OdIfc2x3::IfcBeam,Laminated Veneer Lumber:70x400:70x400:284694,,1,2642.0,0.0,73976000.000004
OdIfc2x3::IfcBeam,Laminated Veneer Lumber:70x400:70x400:284696,,1,2642.0,0.0,73976000.000004
OdIfc2x3::IfcBeam,Laminated Veneer Lumber:70x400:70x400:284698,,1,2642.0,0.0,73976000.000004
OdIfc2x3::IfcBeam,Laminated Veneer Lumber:70x400:70x400:284700,,1,2642.0,0.0,73976000.000004
OdIfc2x3::IfcBeam,Laminated Veneer Lumber:70x400:70x400:284702,,1,2642.0,0.0,73976000.000004
OdIfc2x3::IfcBeam,Laminated Veneer Lumber:70x400:70x400:284704,,1,2642.0,0.0,73976000.000004
OdIfc2x3::IfcBeam,Laminated Veneer Lumber:70x400:70x400:284706,,1,2642.0,0.0,73976000.000004
OdIfc2x3::IfcBeam,Laminated Veneer Lumber:70x400:70x400:284708,,1,2642.0,0.0,73976000.000004
OdIfc2x3::IfcBeam,Laminated Veneer Lumber:70x400:70x400:284710,,1,2642.0,0.0,73976000.000004
OdIfc2x3::IfcBeam,Laminated Veneer Lumber:70x400:70x400:284712,,1,2642.0,0.0,73976000.000004
OdIfc2x3::IfcBeam,Laminated Veneer Lumber:70x400:70x400:284714,,1,2642.0,0.0,73976000.000004
OdIfc2x3::IfcBeam,Laminated Veneer Lumber:70x400:70x400:284716,,1,2642.0,0.0,73976000.000004
OdIfc2x3::IfcBeam,Laminated Veneer Lumber:70x400:70x400:284718,,1,2642.0,0.0,73976000.000004
OdIfc2x3::IfcBeam,Laminated Veneer Lumber:70x400:70x400:284720,,1,2642.0,0.0,73976000.000004
OdIfc2x3::IfcBeam,Laminated Veneer Lumber:70x400:70x400:284722,,1,2642.0,0.0,73976000.000004
OdIfc2x3::IfcBeam,Laminated Veneer Lumber:70x400:70x400:284724,,1,2642.0,0.0,73976000.000004
OdIfc2x3::IfcBeam,Laminated Veneer Lumber:70x400:70x400:284726,,1,2642.0,0.0,73976000.000004
OdIfc2x3::IfcBeam,Laminated Veneer Lumber:70x400:70x400:284728,,1,2642.0,0.0,73976000.000004
OdIfc2x3::IfcBeam,Laminated Veneer Lumber:70x400:70x400:284730,,1,2642.0,0.0,73976000.000004
OdIfc2x3::IfcBeam,Laminated Veneer Lumber:70x400:70x400:284732,,1,2642.0,0.0,73976000.000004
OdIfc2x3::IfcBeam,Laminated Veneer Lumber:70x400:70x400:284734,,1,2642.0,0.0,73976000.000004
OdIfc2x3::IfcBeam,Laminated Veneer Lumber:70x400:70x400:284736,,1,2642.0,0.0,73976000.000004
OdIfc2x3::IfcBeam,Laminated Veneer Lumber:70x400:70x400:284738,,1,2642.0,0.0,73976000.000004
OdIfc2x3::IfcBeam,Laminated Veneer Lumber:70x400:70x400:284740,,1,2642.0,0.0,73976000.000004
OdIfc2x3::IfcBeam,Laminated Veneer Lumber:70x400:70x400:284742,,1,2642.0,0.0,73976000.000004
OdIfc2x3::IfcBeam,Laminated Veneer Lumber:70x400:70x400:284744,,1,2642.0,0.0,73976000.000004
OdIfc2x3::IfcBeam,Laminated Veneer Lumber:70x400:70x400:284748,,1,4025.0,0.0,112672000.000005
OdIfc2x3::IfcBeam,Laminated Veneer Lumber:70x400:70x400:284750,,1,4209.0,0.0,117852000.000006
OdIfc2x3::IfcBeam,Laminated Veneer Lumber:70x400:70x400:284752,,1,4025.0,0.0,112672000.000005
OdIfc2x3::IfcBeam,Laminated Veneer Lumber:70x400:70x400:284754,,1,4209.0,0.0,117852000.000006
OdIfc2x3::IfcBeam,Laminated Veneer Lumber:70x400:70x400:284756,,1,4025.0,0.0,112672000.000005
OdIfc2x3::IfcBeam,Laminated Veneer Lumber:70x400:70x400:284758,,1,4209.0,0.0,117852000.000006
OdIfc2x3::IfcBeam,Laminated Veneer Lumber:70x400:70x400:284760,,1,4025.0,0.0,112672000.000005
OdIfc2x3::IfcBeam,Laminated Veneer Lumber:70x400:70x400:284762,,1,4209.0,0.0,117852000.000006
OdIfc2x3::IfcBeam,Laminated Veneer Lumber:70x400:70x400:284764,,1,4025.0,0.0,112700000.000005
OdIfc2x3::IfcBeam,Laminated Veneer Lumber:70x400:70x400:284766,,1,4209.0,0.0,117852000.000006
OdIfc2x3::IfcBeam,Laminated Veneer Lumber:70x400:70x400:284768,,1,2519.0,0.0,70532000.000003
OdIfc2x3::IfcBeam,Laminated Veneer Lumber:70x400:70x400:284770,,1,2519.0,0.0,70532000.000003
OdIfc2x3::IfcBeam,Laminated Veneer Lumber:70x400:70x400:284772,,1,2519.0,0.0,70532000.000003
OdIfc2x3::IfcBeam,Laminated Veneer Lumber:70x400:70x400:284774,,1,2519.0,0.0,70532000.000003
OdIfc2x3::IfcBeam,Laminated Veneer Lumber:70x400:70x400:284776,,1,2519.0,0.0,70532000.000003
OdIfc2x3::IfcBeam,Laminated Veneer Lumber:70x400:70x400:284778,,1,2519.0,0.0,70532000.000003
OdIfc2x3::IfcBeam,Laminated Veneer Lumber:70x400:70x400:284780,,1,2519.0,0.0,70532000.000003
OdIfc2x3::IfcBeam,Laminated Veneer Lumber:70x400:70x400:284782,,1,2519.0,0.0,70532000.000003
OdIfc2x3::IfcBeam,Laminated Veneer Lumber:70x400:70x400:284784,,1,2519.0,0.0,70532000.000003
OdIfc2x3::IfcBeam,Laminated Veneer Lumber:70x400:70x400:284786,,1,2519.0,0.0,70532000.000003
OdIfc2x3::IfcBeam,Laminated Veneer Lumber:70x400:70x400:284788,,1,2519.0,0.0,70532000.000003
OdIfc2x3::IfcBeam,Laminated Veneer Lumber:70x400:70x400:284790,,1,2519.0,0.0,70532000.000003
OdIfc2x3::IfcBeam,Laminated Veneer Lumber:70x400:70x400:284792,,1,2519.0,0.0,70532000.000003
OdIfc2x3::IfcBeam,Laminated Veneer Lumber:70x400:70x400:284794,,1,2519.0,0.0,70532000.000003
OdIfc2x3::IfcBeam,Laminated Veneer Lumber:70x400:70x400:284796,,1,2519.0,0.0,70532000.000003
OdIfc2x3::IfcBeam,Laminated Veneer Lumber:70x400:70x400:284798,,1,2519.0,0.0,70532000.000003
OdIfc2x3::IfcBeam,Laminated Veneer Lumber:70x400:70x400:284800,,1,2519.0,0.0,70532000.000003
OdIfc2x3::IfcBeam,Laminated Veneer Lumber:70x400:70x400:284802,,1,2519.0,0.0,70532000.000003
OdIfc2x3::IfcBeam,Laminated Veneer Lumber:70x400:70x400:284804,,1,2519.0,0.0,70532000.000003
OdIfc2x3::IfcBeam,Laminated Veneer Lumber:70x400:70x400:284806,,1,2519.0,0.0,70532000.000003
OdIfc2x3::IfcBeam,Laminated Veneer Lumber:70x400:70x400:284808,,1,2519.0,0.0,70532000.000003
OdIfc2x3::IfcBeam,Laminated Veneer Lumber:70x400:70x400:284810,,1,2519.0,0.0,70532000.000003
OdIfc2x3::IfcBeam,Laminated Veneer Lumber:70x400:70x400:284812,,1,2519.0,0.0,70532000.000003
OdIfc2x3::IfcBeam,Laminated Veneer Lumber:70x400:70x400:284814,,1,2519.0,0.0,70532000.000003
OdIfc2x3::IfcBeam,Laminated Veneer Lumber:70x400:70x400:284816,,1,2519.0,0.0,70532000.000003
OdIfc2x3::IfcBeam,Laminated Veneer Lumber:70x400:70x400:284818,,1,2519.0,0.0,70532000.000003
OdIfc2x3::IfcBeam,Laminated Veneer Lumber:70x400:70x400:284820,,1,2519.0,0.0,70532000.000003
OdIfc2x3::IfcBeam,Laminated Veneer Lumber:70x400:70x400:284822,,1,2519.0,0.0,70532000.000003
OdIfc2x3::IfcBeam,Laminated Veneer Lumber:70x400:70x400:284824,,1,2519.0,0.0,70532000.000003
OdIfc2x3::IfcBeam,Laminated Veneer Lumber:70x400:70x400:284826,,1,2519.0,0.0,70532000.000003
OdIfc2x3::IfcBeam,Laminated Veneer Lumber:70x400:70x400:284828,,1,2519.0,0.0,70532000.000003
OdIfc2x3::IfcBeam,PFC-Parallel Flange Channel:300x90x32PFC:300x90x32PFC:277171,,1,27147.843866,0.0,123782066.027769
OdIfc2x3::IfcBeam,PFC-Parallel Flange Channel:300x90x32PFC:300x90x32PFC:277195,,1,30318.4,0.0,138227700.00001
OdIfc2x3::IfcBeam,PFC-Parallel Flange Channel:300x90x32PFC:300x90x32PFC:277384,,1,4270.0,0.0,19459098.000001
OdIfc2x3::IfcBeam,RHS-Rectangular Hollow Section:200x50RHS:200x50RHS:210943,,1,4727.271741,0.0,25640721.922555
OdIfc2x3::IfcBeam,RHS-Rectangular Hollow Section:200x50RHS:200x50RHS:210944,,1,4727.271741,0.0,25640721.922555
OdIfc2x3::IfcBeam,RHS-Rectangular Hollow Section:200x50RHS:200x50RHS:210945,,1,4727.271741,0.0,25640721.922555
OdIfc2x3::IfcBeam,RHS-Rectangular Hollow Section:200x50RHS:200x50RHS:210946,,1,5920.0,0.0,31321430.400001
OdIfc2x3::IfcBeam,RHS-Rectangular Hollow Section:200x50RHS:200x50RHS:211534,,1,4727.271741,0.0,25640721.922555
OdIfc2x3::IfcBeam,RHS-Rectangular Hollow Section:200x50RHS:200x50RHS:211535,,1,4727.271741,0.0,25640721.922555
OdIfc2x3::IfcBeam,RHS-Rectangular Hollow Section:200x50RHS:200x50RHS:211536,,1,4727.271741,0.0,25640721.922555
OdIfc2x3::IfcBeam,RHS-Rectangular Hollow Section:200x50RHS:200x50RHS:211537,,1,5920.0,0.0,31321430.400001
OdIfc2x3::IfcBeam,RHS-Rectangular Hollow Section:200x50RHS:200x50RHS:212125,,1,4727.271741,0.0,25640721.922555
OdIfc2x3::IfcBeam,RHS-Rectangular Hollow Section:200x50RHS:200x50RHS:212126,,1,4727.271741,0.0,25640721.922555
OdIfc2x3::IfcBeam,RHS-Rectangular Hollow Section:200x50RHS:200x50RHS:212127,,1,4727.271741,0.0,25640721.922555
OdIfc2x3::IfcBeam,RHS-Rectangular Hollow Section:200x50RHS:200x50RHS:212128,,1,5920.0,0.0,31321430.400001
OdIfc2x3::IfcBeam,RHS-Rectangular Hollow Section:200x50RHS:200x50RHS:212716,,1,4727.271741,0.0,25640721.922555
OdIfc2x3::IfcBeam,RHS-Rectangular Hollow Section:200x50RHS:200x50RHS:212717,,1,4727.271741,0.0,25640721.922555
OdIfc2x3::IfcBeam,RHS-Rectangular Hollow Section:200x50RHS:200x50RHS:212718,,1,4727.271741,0.0,25640721.922555
OdIfc2x3::IfcBeam,RHS-Rectangular Hollow Section:200x50RHS:200x50RHS:212719,,1,5920.0,0.0,31321430.400001
OdIfc2x3::IfcBeam,RHS-Rectangular Hollow Section:200x50RHS:200x50RHS:213307,,1,4727.271741,0.0,25640721.922555
OdIfc2x3::IfcBeam,RHS-Rectangular Hollow Section:200x50RHS:200x50RHS:213308,,1,4727.271741,0.0,25640721.922555
OdIfc2x3::IfcBeam,RHS-Rectangular Hollow Section:200x50RHS:200x50RHS:213309,,1,4727.271741,0.0,25640721.922555
OdIfc2x3::IfcBeam,RHS-Rectangular Hollow Section:200x50RHS:200x50RHS:213310,,1,5920.0,0.0,31321430.400001
OdIfc2x3::IfcBeam,RHS-Rectangular Hollow Section:250x150RHS:250x150RHS:286801,,1,13380.0,0.0,120741120.000004
OdIfc2x3::IfcBeam,RHS-Rectangular Hollow Section:250x150RHS:250x150RHS:286802,,1,475.0,0.0,2477990.4
OdIfc2x3::IfcBeam,RHS-Rectangular Hollow Section:250x150RHS:250x150RHS:286803,,1,4045.030718,0.0,35370747.595862
OdIfc2x3::IfcBeam,RHS-Rectangular Hollow Section:250x150RHS:250x150RHS:286804,,1,3490.0,0.0,29685350.4
OdIfc2x3::IfcBeam,RHS-Rectangular Hollow Section:250x150RHS:250x150RHS:286805,,1,13260.0,0.0,119740007.371127
OdIfc2x3::IfcBeam,RHS-Rectangular Hollow Section:250x150RHS:250x150RHS:286806,,1,3750.0,0.0,31805990.4
OdIfc2x3::IfcBeam,RHS-Rectangular Hollow Section:250x150RHS:250x150RHS:286807,,1,3490.0,0.0,30476755.2
OdIfc2x3::IfcBeam,RHS-Rectangular Hollow Section:250x150RHS:250x150RHS:286808,,1,12858.0,0.0,116030592.000004
OdIfc2x3::IfcBeam,RHS-Rectangular Hollow Section:250x150RHS:250x150RHS:286809,,1,1680.0,0.0,14277308.643636
OdIfc2x3::IfcBeam,RHS-Rectangular Hollow Section:250x150RHS:250x150RHS:286810,,1,5263.0,0.0,47493312.000001
OdIfc2x3::IfcBeam,RHS-Rectangular Hollow Section:250x150RHS:250x150RHS:286811,,1,1660.0,0.0,13848230.394499
OdIfc2x3::IfcBeam,RHS-Rectangular Hollow Section:250x150RHS:250x150RHS:286812,,1,1660.0,0.0,13848230.394499
OdIfc2x3::IfcBeam,RHS-Rectangular Hollow Section:250x150RHS:250x150RHS:286813,,1,18560.0,0.0,166468435.200003
OdIfc2x3::IfcBeam,RHS-Rectangular Hollow Section:250x150RHS:250x150RHS:287691,,1,3833.727692,0.0,31805990.4
OdIfc2x3::IfcBeam,RHS-Rectangular Hollow Section:250x150RHS:250x150RHS:287739,,1,6000.0,0.0,52109990.400001
OdIfc2x3::IfcBeam,RHS-Rectangular Hollow Section:250x150RHS:250x150RHS:287743,,1,5385.0,0.0,46560230.400001
OdIfc2x3::IfcBeam,RHS-Rectangular Hollow Section:250x150RHS:250x150RHS:287749,,1,6615.0,0.0,57659750.400001
OdIfc2x3::IfcBeam,RHS-Rectangular Hollow Section:250x150RHS:250x150RHS:287754,,1,6615.0,0.0,57659750.400001
OdIfc2x3::IfcBeam,RHS-Rectangular Hollow Section:250x150RHS:250x150RHS:292218,,1,4400.0,0.0,37671590.400001
OdIfc2x3::IfcBeam,RHS-Rectangular Hollow Section:250x150RHS:250x150RHS:292244,,1,1890.0,0.0,16038355.199999
OdIfc2x3::IfcBeam,RHS-Rectangular Hollow Section:250x150RHS:250x150RHS:292380,,1,4400.0,0.0,37671590.400001
OdIfc2x3::IfcBeam,RHS-Rectangular Hollow Section:250x150RHS:250x150RHS:292401,,1,1890.0,0.0,15246950.4
OdIfc2x3::IfcBeam,RHS-Rectangular Hollow Section:250x150RHS:250x150RHS:292515,,1,4400.0,0.0,37671590.400001
OdIfc2x3::IfcBeam,RHS-Rectangular Hollow Section:250x150RHS:250x150RHS:292533,,1,1890.0,0.0,15246950.4
OdIfc2x3::IfcBeam,RHS-Rectangular Hollow Section:250x150RHS:250x150RHS:292578,,1,4400.0,0.0,37671590.400001
OdIfc2x3::IfcBeam,RHS-Rectangular Hollow Section:250x150RHS:250x150RHS:292623,,1,1890.0,0.0,15246950.4
OdIfc2x3::IfcBeam,RHS-Rectangular Hollow Section:250x150RHS:250x150RHS:335643,,1,5720.0,0.0,50734268.643638
OdIfc2x3::IfcBeam,RHS-Rectangular Hollow Section:250x150RHS:250x150RHS:345044,,1,3833.727692,0.0,31805990.4
OdIfc2x3::IfcBeam,RSA-Rectangular Steel Angle:150x90x12RSA:150x90x12RSA:276572,,1,30318.0,0.0,82789718.399998
OdIfc2x3::IfcBeam,RSA-Rectangular Steel Angle:150x90x12RSA:150x90x12RSA:276574,,1,27679.0,0.0,75692534.4
OdIfc2x3::IfcBeam,RSA-Rectangular Steel Angle:150x90x12RSA:150x90x12RSA:276576,,1,4256.0,0.0,11607206.4
OdIfc2x3::IfcBeam,W_FRA_S-UB-Taper:W_FRA_S-UB-Taper:W_FRA_S-UB-Taper:131473,,1,4210.0,0.0,16858991.66617
OdIfc2x3::IfcBeam,W_FRA_S-UB-Taper:W_FRA_S-UB-Taper:W_FRA_S-UB-Taper:132584,,1,4210.0,0.0,16858991.66617
